"Title","Authors","Journal","Year"
"Learning transferable visual models from natural language supervision","A Radford, JW Kim, C Hallacy - International , 2021 - proceedings.mlr.press","International ¡¦","2021"
"Less is more: Clipbert for video-and-language learning via sparse sampling","J Lei, L Li, L Zhou, Z Gan, TL Berg - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Transformers in vision: A survey","S Khan, M Naseer, M Hayat, SW Zamir - ACM computing , 2022 - dl.acm.org","ACM computing ¡¦","2022"
"Fcos3d: Fully convolutional one-stage monocular 3d object detection","T Wang, X Zhu, J Pang, D Lin - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"With a little help from my friends: Nearest-neighbor contrastive learning of visual representations","D Dwibedi, Y Aytar, J Tompson - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Rethinking semantic segmentation from a sequence-to-sequence perspective with transformers","S Zheng, J Lu, H Zhao, X Zhu, Z Luo - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Focal sparse convolutional networks for 3d object detection","Y Chen, Y Li, X Zhang, J Sun - Proceedings of the IEEE , 2022 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2022"
"Levit: a vision transformer in convnet's clothing for faster inference","B Graham, A El-Nouby, H Touvron - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Perceiver io: A general architecture for structured inputs & outputs","A Jaegle, S Borgeaud, JB Alayrac, C Doersch - arXiv preprint arXiv , 2021 - arxiv.org","arXiv preprint arXiv ¡¦","2021"
" Deep learning-enabled medical computer vision","A Esteva, K Chou, S Yeung, N Naik, A Madani - NPJ digital , 2021 - nature.com","NPJ digital ¡¦","2021"
"Localvit: Bringing locality to vision transformers","Y Li, K Zhang, J Cao, R Timofte, L Van Gool - arXiv preprint arXiv , 2021 - arxiv.org","arXiv preprint arXiv ¡¦","2021"
"High-performance large-scale image recognition without normalization","A Brock, S De, SL Smith -  Conference on Machine , 2021 - proceedings.mlr.press","¡¦ Conference on Machine ¡¦","2021"
"Transmil: Transformer based correlated multiple instance learning for whole slide image classification","Z Shao, H Bian, Y Chen, Y Wang - Advances in neural , 2021 - proceedings.neurips.cc","Advances in neural ¡¦","2021"
"Training data-efficient image transformers & distillation through attention","H Touvron, M Cord, M Douze, F Massa - International , 2021 - proceedings.mlr.press","International ¡¦","2021"
"What are Bayesian neural network posteriors really like?","P Izmailov, S Vikram, MD Hoffman -  on machine learning, 2021 - proceedings.mlr.press","¡¦ on machine learning","2021"
"Hyperstyle: Stylegan inversion with hypernetworks for real image editing","Y Alaluf, O Tov, R Mokady, R Gal - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Open-vocabulary object detection via vision and language knowledge distillation","X Gu, TY Lin, W Kuo, Y Cui - arXiv preprint arXiv:2104.13921, 2021 - arxiv.org","arXiv preprint arXiv:2104.13921","2021"
"Merlot: Multimodal neural script knowledge models","R Zellers, X Lu, J Hessel, Y Yu - Advances in , 2021 - proceedings.neurips.cc","Advances in ¡¦","2021"
"Convnext v2: Co-designing and scaling convnets with masked autoencoders","S Woo, S Debnath, R Hu, X Chen - Proceedings of the , 2023 - openaccess.thecvf.com","Proceedings of the ¡¦","2023"
"Pervasive label errors in test sets destabilize machine learning benchmarks","CG Northcutt, A Athalye, J Mueller - arXiv preprint arXiv:2103.14749, 2021 - arxiv.org","arXiv preprint arXiv:2103.14749","2021"
"A survey on vision transformer","K Han, Y Wang, H Chen, X Chen, J Guo - IEEE transactions on , 2022 - ieeexplore.ieee.org","IEEE transactions on ¡¦","2022"
"Trackformer: Multi-object tracking with transformers","T Meinhardt, A Kirillov, L Leal-Taixe - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Merlot reserve: Neural script knowledge through vision and language and sound","R Zellers, J Lu, X Lu, Y Yu, Y Zhao - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Diffusion autoencoders: Toward a meaningful and decodable representation","K Preechakul, N Chatthee - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Vision transformer adapter for dense predictions","Z Chen, Y Duan, W Wang, J He, T Lu, J Dai - arXiv preprint arXiv , 2022 - arxiv.org","arXiv preprint arXiv ¡¦","2022"
"Understanding the robustness in vision transformers","D Zhou, Z Yu, E Xie, C Xiao - International , 2022 - proceedings.mlr.press","International ¡¦","2022"
"nnU-Net: a self-configuring method for deep learning-based biomedical image segmentation","F Isensee, PF Jaeger, SAA Kohl, J Petersen - Nature , 2021 - nature.com","Nature ¡¦","2021"
"Simple copy-paste is a strong data augmentation method for instance segmentation","G Ghiasi, Y Cui, A Srinivas, R Qian - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Actionformer: Localizing moments of actions with transformers","CL Zhang, J Wu, Y Li - European Conference on Computer Vision, 2022 - Springer","European Conference on Computer Vision","2022"
"Learning to prompt for open-vocabulary object detection with vision-language model","Y Du, F Wei, Z Zhang, M Shi - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Multiview transformers for video recognition","S Yan, X Xiong, A Arnab, Z Lu - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Deepvit: Towards deeper vision transformer","D Zhou, B Kang, X Jin, L Yang, X Lian, Z Jiang - arXiv preprint arXiv , 2021 - arxiv.org","arXiv preprint arXiv ¡¦","2021"
"Sensor and sensor fusion technology in autonomous vehicles: A review","DJ Yeong, G Velasco-Hernandez, J Barry, J Walsh - Sensors, 2021 - mdpi.com","Sensors","2021"
"Pre-trained image processing transformer","H Chen, Y Wang, T Guo, C Xu - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"On the importance of gradients for detecting distributional shifts in the wild","R Huang, A Geng, Y Li - Advances in Neural Information , 2021 - proceedings.neurips.cc","Advances in Neural Information ¡¦","2021"
"Scaling local self-attention for parameter efficient visual backbones","A Vaswani, P Ramachandran - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"See through gradients: Image batch recovery via gradinversion","H Yin, A Mallya, A Vahdat, JM Alvarez - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Hinet: Half instance normalization network for image restoration","L Chen, X Lu, J Zhang, X Chu - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"Dense depth priors for neural radiance fields from sparse input views","B Roessle, JT Barron, B Mildenhall - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Rethinking semantic segmentation: A prototype view","T Zhou, W Wang, E Konukoglu - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Deit iii: Revenge of the vit","H Touvron, M Cord, H Jégou - European Conference on Computer Vision, 2022 - Springer","European Conference on Computer Vision","2022"
"Multi-modal fusion transformer for end-to-end autonomous driving","A Prakash, K Chitta, A Geiger - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"Simam: A simple, parameter-free attention module for convolutional neural networks","L Yang, RY Zhang, L Li, X Xie - International conference on , 2021 - proceedings.mlr.press","International conference on ¡¦","2021"
"Real-world robot learning with masked visual pre-training","I Radosavovic, T Xiao, S James -  on Robot Learning, 2023 - proceedings.mlr.press","¡¦ on Robot Learning","2023"
"Vision gnn: An image is worth graph of nodes","K Han, Y Wang, J Guo, Y Tang - Advances in Neural , 2022 - proceedings.neurips.cc","Advances in Neural ¡¦","2022"
"Exploring simple siamese representation learning","X Chen, K He - Proceedings of the IEEE/CVF conference on , 2021 - openaccess.thecvf.com","Proceedings of the IEEE/CVF conference on ¡¦","2021"
"Sparse r-cnn: End-to-end object detection with learnable proposals","P Sun, R Zhang, Y Jiang, T Kong - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Davit: Dual attention vision transformers","M Ding, B Xiao, N Codella, P Luo, J Wang - European Conference on , 2022 - Springer","European Conference on ¡¦","2022"
" Geometry-enhanced molecular representation learning for property prediction","X Fang, L Liu, J Lei, D He, S Zhang, J Zhou - Nature Machine , 2022 - nature.com","Nature Machine ¡¦","2022"
"pi-gan: Periodic implicit generative adversarial networks for 3d-aware image synthesis","ER Chan, M Monteiro, P Kellnhofer - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Scaled-yolov4: Scaling cross stage partial network","CY Wang, A Bochkovskiy - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"End-to-end video instance segmentation with transformers","Y Wang, Z Xu, X Wang, C Shen - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Giraffe: Representing scenes as compositional generative neural feature fields","M Niemeyer, A Geiger -  of the IEEE/CVF Conference on , 2021 - openaccess.thecvf.com","¡¦ of the IEEE/CVF Conference on ¡¦","2021"
"Dataset distillation by matching training trajectories","G Cazenavette, T Wang, A Torralba - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Machine learning–accelerated computational fluid dynamics","D Kochkov, JA Smith, A Alieva - Proceedings of the , 2021 - National Acad Sciences","Proceedings of the ¡¦","2021"
"Resmlp: Feedforward networks for image classification with data-efficient training","H Touvron, P Bojanowski, M Caron -  on Pattern Analysis , 2022 - ieeexplore.ieee.org","¡¦ on Pattern Analysis ¡¦","2022"
"Fcanet: Frequency channel attention networks","Z Qin, P Zhang, F Wu, X Li - Proceedings of the IEEE/CVF , 2021 - openaccess.thecvf.com","Proceedings of the IEEE/CVF ¡¦","2021"
"Conditional positional encodings for vision transformers","X Chu, Z Tian, B Zhang, X Wang, X Wei, H Xia - arXiv preprint arXiv , 2021 - arxiv.org","arXiv preprint arXiv ¡¦","2021"
"Ota: Optimal transport assignment for object detection","Z Ge, S Liu, Z Li, O Yoshie - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"Remote sensing image change detection with transformers","H Chen, Z Qi, Z Shi - IEEE Transactions on Geoscience and , 2021 - ieeexplore.ieee.org","IEEE Transactions on Geoscience and ¡¦","2021"
"Unified contrastive learning in image-text-label space","J Yang, C Li, P Zhang, B Xiao, C Liu - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Redet: A rotation-equivariant detector for aerial object detection","J Han, J Ding, N Xue, GS Xia - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"Sparsity in deep learning: Pruning and growth for efficient inference and training in neural networks","T Hoefler, D Alistarh, T Ben-Nun, N Dryden - The Journal of Machine , 2021 - dl.acm.org","The Journal of Machine ¡¦","2021"
"Dense contrastive learning for self-supervised visual pre-training","X Wang, R Zhang, C Shen - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Explainable artificial intelligence: an analytical review","PP Angelov, EA Soares, R Jiang -  : Data Mining and , 2021 - Wiley Online Library","¡¦ : Data Mining and ¡¦","2021"
"Imagenet-21k pretraining for the masses","T Ridnik, E Ben-Baruch, A Noy - arXiv preprint arXiv , 2021 - arxiv.org","arXiv preprint arXiv ¡¦","2021"
"A survey on contrastive self-supervised learning","A Jaiswal, AR Babu, MZ Zadeh, D Banerjee - Technologies, 2020 - mdpi.com","Technologies","2020"
"Global filter networks for image classification","Y Rao, W Zhao, Z Zhu, J Lu - Advances in neural , 2021 - proceedings.neurips.cc","Advances in neural ¡¦","2021"
"Is pseudo-lidar needed for monocular 3d object detection?","D Park, R Ambrus, V Guizilini, J Li - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Underspecification presents challenges for credibility in modern machine learning","A D'Amour, K Heller, D Moldovan, B Adlam - The Journal of Machine , 2022 - dl.acm.org","The Journal of Machine ¡¦","2022"
"Deep model reassembly","X Yang, D Zhou, S Liu, J Ye - Advances in neural , 2022 - proceedings.neurips.cc","Advances in neural ¡¦","2022"
"Neural operator: Learning maps between function spaces","N Kovachki, Z Li, B Liu, K Azizzadenesheli - arXiv preprint arXiv , 2021 - arxiv.org","arXiv preprint arXiv ¡¦","2021"
" End-to-end privacy preserving deep learning on multi-institutional medical imaging","G Kaissis, A Ziller, J Passerat-Palmbach - Nature Machine , 2021 - nature.com","Nature Machine ¡¦","2021"
"End-to-end human pose and mesh reconstruction with transformers","K Lin, L Wang, Z Liu -  of the IEEE/CVF conference on , 2021 - openaccess.thecvf.com","¡¦ of the IEEE/CVF conference on ¡¦","2021"
"Federated learning on non-iid data silos: An experimental study","Q Li, Y Diao, Q Chen, B He - 2022 IEEE 38th International , 2022 - ieeexplore.ieee.org","2022 IEEE 38th International ¡¦","2022"
"Categorical depth distribution network for monocular 3d object detection","C Reading, A Harakeh, J Chae - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Dynamic neural networks: A survey","Y Han, G Huang, S Song, L Yang - IEEE Transactions on , 2021 - ieeexplore.ieee.org","IEEE Transactions on ¡¦","2021"
"Common objects in 3d: Large-scale learning and evaluation of real-life 3d category reconstruction","J Reizenstein, R Shapovalov - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Whole-cell segmentation of tissue images with human-level performance using large-scale data annotation and deep learning","NF Greenwald, G Miller, E Moen, A Kong, A Kagel - Nature , 2022 - nature.com","Nature ¡¦","2022"
"Video transformer network","D Neimark, O Bar, M Zohar - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Crosspoint: Self-supervised cross-modal contrastive learning for 3d point cloud understanding","M Afham, I Dissanayake - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Layercam: Exploring hierarchical class activation maps for localization","PT Jiang, CB Zhang, Q Hou - IEEE Transactions on , 2021 - ieeexplore.ieee.org","IEEE Transactions on ¡¦","2021"
"Understanding robustness of transformers for image classification","S Bhojanapalli, A Chakrabarti - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Diverse part discovery: Occluded person re-identification with part-aware transformer","Y Li, J He, T Zhang, X Liu - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Deformable detr: Deformable transformers for end-to-end object detection","X Zhu, W Su, L Lu, B Li, X Wang, J Dai - arXiv preprint arXiv:2010.04159, 2020 - arxiv.org","arXiv preprint arXiv:2010.04159","2020"
"A deeply supervised attention metric-based network and an open aerial image dataset for remote sensing change detection","Q Shi, M Liu, S Li, X Liu, F Wang - IEEE transactions on , 2021 - ieeexplore.ieee.org","IEEE transactions on ¡¦","2021"
"Towards open world object detection","KJ Joseph, S Khan, FS Khan - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Fourier neural operator for parametric partial differential equations","Z Li, N Kovachki, K Azizzadenesheli, B Liu - arXiv preprint arXiv , 2020 - arxiv.org","arXiv preprint arXiv ¡¦","2020"
"Adbench: Anomaly detection benchmark","S Han, X Hu, H Huang, M Jiang - Advances in Neural , 2022 - proceedings.neurips.cc","Advances in Neural ¡¦","2022"
"Harnessing multimodal data integration to advance precision oncology","KM Boehm, P Khosravi, R Vanguri, J Gao - Nature Reviews , 2022 - nature.com","Nature Reviews ¡¦","2022"
"Mat: Mask-aware transformer for large hole image inpainting","W Li, Z Lin, K Zhou, L Qi, Y Wang - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Prototypical pseudo label denoising and target structure learning for domain adaptive semantic segmentation","P Zhang, B Zhang, T Zhang, D Chen - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Understanding the behaviour of contrastive loss","F Wang, H Liu - Proceedings of the IEEE/CVF conference , 2021 - openaccess.thecvf.com","Proceedings of the IEEE/CVF conference ¡¦","2021"
"Revisiting resnets: Improved training and scaling strategies","I Bello, W Fedus, X Du, ED Cubuk - Advances in , 2021 - proceedings.neurips.cc","Advances in ¡¦","2021"
"A systematic review on affective computing: Emotion models, databases, and recent advances","Y Wang, W Song, W Tao, A Liotta, D Yang, X Li, S Gao - Information , 2022 - Elsevier","Information ¡¦","2022"
"Socratic models: Composing zero-shot multimodal reasoning with language","A Zeng, M Attarian, B Ichter, K Choromanski - arXiv preprint arXiv , 2022 - arxiv.org","arXiv preprint arXiv ¡¦","2022"
" Deep learning in computer vision: A critical review of emerging techniques and application scenarios","J Chai, H Zeng, A Li, EWT Ngai - Machine Learning with Applications, 2021 - Elsevier","Machine Learning with Applications","2021"
" Intelligent metasurfaces: control, communication and computing","L Li, H Zhao, C Liu, L Li, TJ Cui - Elight, 2022 - Springer","Elight","2022"
"Big self-supervised models advance medical image classification","S Azizi, B Mustafa, F Ryan, Z Beaver - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Der: Dynamically expandable representation for class incremental learning","S Yan, J Xie, X He -  of the IEEE/CVF Conference on , 2021 - openaccess.thecvf.com","¡¦ of the IEEE/CVF Conference on ¡¦","2021"
" Artificial intelligence-enabled detection and assessment of Parkinson's disease using nocturnal breathing signals","Y Yang, Y Yuan, G Zhang, H Wang, YC Chen, Y Liu - Nature medicine, 2022 - nature.com","Nature medicine","2022"
"Contrastive test-time adaptation","D Chen, D Wang, T Darrell - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Co-scale conv-attentional image transformers","W Xu, Y Xu, T Chang, Z Tu - Proceedings of the IEEE/CVF , 2021 - openaccess.thecvf.com","Proceedings of the IEEE/CVF ¡¦","2021"
"A small-sized object detection oriented multi-scale feature fusion approach with application to defect detection","N Zeng, P Wu, Z Wang, H Li, W Liu - IEEE Transactions on , 2022 - ieeexplore.ieee.org","IEEE Transactions on ¡¦","2022"
" Pre-trained models: Past, present and future","X Han, Z Zhang, N Ding, Y Gu, X Liu, Y Huo, J Qiu - AI Open, 2021 - Elsevier","AI Open","2021"
"A fourier-based framework for domain generalization","Q Xu, R Zhang, Y Zhang, Y Wang - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
" MedMNIST v2-A large-scale lightweight benchmark for 2D and 3D biomedical image classification","J Yang, R Shi, D Wei, Z Liu, L Zhao, B Ke, H Pfister - Scientific Data, 2023 - nature.com","Scientific Data","2023"
"Exploring cross-image pixel contrast for semantic segmentation","W Wang, T Zhou, F Yu, J Dai - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"U-net and its variants for medical image segmentation: A review of theory and applications","N Siddique, S Paheding, CP Elkin - Ieee , 2021 - ieeexplore.ieee.org","Ieee ¡¦","2021"
"Max-deeplab: End-to-end panoptic segmentation with mask transformers","H Wang, Y Zhu, H Adam, A Yuille - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"SSDMNV2: A real time DNN-based face mask detection system using single shot multibox detector and MobileNetV2","P Nagrath, R Jain, A Madan, R Arora, P Kataria - Sustainable cities and , 2021 - Elsevier","Sustainable cities and ¡¦","2021"
"Uctransnet: rethinking the skip connections in u-net from a channel-wise perspective with transformer","H Wang, P Cao, J Wang, OR Zaiane - Proceedings of the AAAI , 2022 - ojs.aaai.org","Proceedings of the AAAI ¡¦","2022"
" A deep learning system for detecting diabetic retinopathy across the disease spectrum","L Dai, L Wu, H Li, C Cai, Q Wu, H Kong, R Liu - Nature , 2021 - nature.com","Nature ¡¦","2021"
"Supervision exists everywhere: A data efficient contrastive language-image pre-training paradigm","Y Li, F Liang, L Zhao, Y Cui, W Ouyang, J Shao - arXiv preprint arXiv , 2021 - arxiv.org","arXiv preprint arXiv ¡¦","2021"
"Adversarial neuron pruning purifies backdoored deep models","D Wu, Y Wang - Advances in Neural Information Processing , 2021 - proceedings.neurips.cc","Advances in Neural Information Processing ¡¦","2021"
"On the integration of self-attention and convolution","X Pan, C Ge, R Lu, S Song, G Chen - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Visual saliency transformer","N Liu, N Zhang, K Wan, L Shao - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"Transforming model prediction for tracking","C Mayer, M Danelljan, G Bhat, M Paul - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Contextual transformer networks for visual recognition","Y Li, T Yao, Y Pan, T Mei - IEEE Transactions on Pattern , 2022 - ieeexplore.ieee.org","IEEE Transactions on Pattern ¡¦","2022"
"Restyle: A residual-based stylegan encoder via iterative refinement","Y Alaluf, O Patashnik - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"Rethinking and improving relative position encoding for vision transformer","K Wu, H Peng, M Chen, J Fu - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"Test-time training with masked autoencoders","Y Gandelsman, Y Sun, X Chen - Advances in Neural , 2022 - proceedings.neurips.cc","Advances in Neural ¡¦","2022"
"Motr: End-to-end multiple-object tracking with transformer","F Zeng, B Dong, Y Zhang, T Wang, X Zhang - European Conference on , 2022 - Springer","European Conference on ¡¦","2022"
"Holistic network virtualization and pervasive network intelligence for 6G","X Shen, J Gao, W Wu, M Li, C Zhou -  Surveys & Tutorials, 2021 - ieeexplore.ieee.org","¡¦ Surveys & Tutorials","2021"
"A unifying review of deep and shallow anomaly detection","L Ruff, JR Kauffmann, RA Vandermeulen - Proceedings of the , 2021 - ieeexplore.ieee.org","Proceedings of the ¡¦","2021"
"A forest fire detection system based on ensemble learning","R Xu, H Lin, K Lu, L Cao, Y Liu - Forests, 2021 - mdpi.com","Forests","2021"
"Xmem: Long-term video object segmentation with an atkinson-shiffrin memory model","HK Cheng, AG Schwing - European Conference on Computer Vision, 2022 - Springer","European Conference on Computer Vision","2022"
"Up-detr: Unsupervised pre-training for object detection with transformers","Z Dai, B Cai, Y Lin, J Chen -  of the IEEE/CVF conference on , 2021 - openaccess.thecvf.com","¡¦ of the IEEE/CVF conference on ¡¦","2021"
"Multi-scale vision longformer: A new vision transformer for high-resolution image encoding","P Zhang, X Dai, J Yang, B Xiao - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Rethinking network design and local geometry in point cloud: A simple residual MLP framework","X Ma, C Qin, H You, H Ran, Y Fu - arXiv preprint arXiv:2202.07123, 2022 - arxiv.org","arXiv preprint arXiv:2202.07123","2022"
"Pruning and quantization for deep neural network acceleration: A survey","T Liang, J Glossner, L Wang, S Shi, X Zhang - Neurocomputing, 2021 - Elsevier","Neurocomputing","2021"
"Vision-language pre-training: Basics, recent advances, and future trends","Z Gan, L Li, C Li, L Wang, Z Liu - Foundations and Trends , 2022 - nowpublishers.com","Foundations and Trends ¡¦","2022"
"Dualprompt: Complementary prompting for rehearsal-free continual learning","Z Wang, Z Zhang, S Ebrahimi, R Sun, H Zhang -  on Computer Vision, 2022 - Springer","¡¦ on Computer Vision","2022"
"Beyond english-centric multilingual machine translation","A Fan, S Bhosale, H Schwenk, Z Ma - The Journal of Machine , 2021 - dl.acm.org","The Journal of Machine ¡¦","2021"
"Bevdet: High-performance multi-camera 3d object detection in bird-eye-view","J Huang, G Huang, Z Zhu, Y Ye, D Du - arXiv preprint arXiv:2112.11790, 2021 - arxiv.org","arXiv preprint arXiv:2112.11790","2021"
"A survey on neural network interpretability","Y Zhang, P Tiňo, A Leonardis - IEEE Transactions on , 2021 - ieeexplore.ieee.org","IEEE Transactions on ¡¦","2021"
"Distributed learning in wireless networks: Recent progress and future challenges","M Chen, D Gündüz, K Huang, W Saad - IEEE Journal on , 2021 - ieeexplore.ieee.org","IEEE Journal on ¡¦","2021"
"Training graph neural networks with 1000 layers","G Li, M Müller, B Ghanem -  conference on machine , 2021 - proceedings.mlr.press","¡¦ conference on machine ¡¦","2021"
"RFN-Nest: An end-to-end residual fusion network for infrared and visible images","H Li, XJ Wu, J Kittler - Information Fusion, 2021 - Elsevier","Information Fusion","2021"
"Swintrack: A simple and strong baseline for transformer tracking","L Lin, H Fan, Z Zhang, Y Xu - Advances in Neural , 2022 - proceedings.neurips.cc","Advances in Neural ¡¦","2022"
"Escaping the big data paradigm with compact transformers","A Hassani, S Walton, N Shah, A Abuduweili - arXiv preprint arXiv , 2021 - arxiv.org","arXiv preprint arXiv ¡¦","2021"
"Review the state-of-the-art technologies of semantic segmentation based on deep learning","Y Mo, Y Wu, X Yang, F Liu, Y Liao - Neurocomputing, 2022 - Elsevier","Neurocomputing","2022"
" Unbox the black-box for the medical explainable AI via multi-modal and multi-centre data fusion: A mini-review, two showcases and beyond","G Yang, Q Ye, J Xia - Information Fusion, 2022 - Elsevier","Information Fusion","2022"
" Space-efficient optical computing with an integrated chip diffractive neural network","HH Zhu, J Zou, H Zhang, YZ Shi, SB Luo - Nature , 2022 - nature.com","Nature ¡¦","2022"
"2dpass: 2d priors assisted semantic segmentation on lidar point clouds","X Yan, J Gao, C Zheng, C Zheng, R Zhang -  on Computer Vision, 2022 - Springer","¡¦ on Computer Vision","2022"
"Fighting against COVID-19: A novel deep learning model based on YOLO-v2 with ResNet-50 for medical face mask detection","M Loey, G Manogaran, MHN Taha - Sustainable cities and , 2021 - Elsevier","Sustainable cities and ¡¦","2021"
"Self-supervised learning with data augmentations provably isolates content from style","J Von Kügelgen, Y Sharma, L Gresele - Advances in neural , 2021 - proceedings.neurips.cc","Advances in neural ¡¦","2021"
"A review of deep-learning-based medical image segmentation methods","X Liu, L Song, S Liu, Y Zhang - Sustainability, 2021 - mdpi.com","Sustainability","2021"
"Transformer for single image super-resolution","Z Lu, J Li, H Liu, C Huang, L Zhang - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"A survey of deep active learning","P Ren, Y Xiao, X Chang, PY Huang, Z Li - ACM computing , 2021 - dl.acm.org","ACM computing ¡¦","2021"
"A comparative analysis of object detection metrics with a companion open-source toolkit","R Padilla, WL Passos, TLB Dias, SL Netto - Electronics, 2021 - mdpi.com","Electronics","2021"
"Exploring the limits of out-of-distribution detection","S Fort, J Ren - Advances in Neural , 2021 - proceedings.neurips.cc","Advances in Neural ¡¦","2021"
"Adaface: Quality adaptive margin for face recognition","M Kim, AK Jain, X Liu -  of the IEEE/CVF conference on , 2022 - openaccess.thecvf.com","¡¦ of the IEEE/CVF conference on ¡¦","2022"
"Involution: Inverting the inherence of convolution for visual recognition","D Li, J Hu, C Wang, X Li, Q She, L Zhu - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Volo: Vision outlooker for visual recognition","L Yuan, Q Hou, Z Jiang, J Feng - IEEE transactions on , 2022 - ieeexplore.ieee.org","IEEE transactions on ¡¦","2022"
"Adabelief optimizer: Adapting stepsizes by the belief in observed gradients","J Zhuang, T Tang, Y Ding - Advances in neural , 2020 - proceedings.neurips.cc","Advances in neural ¡¦","2020"
"Vl-adapter: Parameter-efficient transfer learning for vision-and-language tasks","YL Sung, J Cho, M Bansal - Proceedings of the IEEE/CVF , 2022 - openaccess.thecvf.com","Proceedings of the IEEE/CVF ¡¦","2022"
"Transtrack: Multiple object tracking with transformer","P Sun, J Cao, Y Jiang, R Zhang, E Xie, Z Yuan - arXiv preprint arXiv , 2020 - arxiv.org","arXiv preprint arXiv ¡¦","2020"
