"Title","Authors","Journal","Year"
"Ilvr: Conditioning method for denoising diffusion probabilistic models","J Choi, S Kim, Y Jeong, Y Gwon, S Yoon - arXiv preprint arXiv:2108.02938, 2021 - arxiv.org","arXiv preprint arXiv:2108.02938","2021"
"Spatio-temporal self-supervised representation learning for 3d point clouds","S Huang, Y Xie, SC Zhu, Y Zhu - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"AI models for green communications towards 6G","B Mao, F Tang, Y Kawamoto -  Surveys & Tutorials, 2021 - ieeexplore.ieee.org","¡¦ Surveys & Tutorials","2021"
"Self-supervised augmentation consistency for adapting semantic segmentation","N Araslanov, S Roth -  of the IEEE/CVF Conference on , 2021 - openaccess.thecvf.com","¡¦ of the IEEE/CVF Conference on ¡¦","2021"
"Deep generative modelling: A comparative review of vaes, gans, normalizing flows, energy-based and autoregressive models","S Bond-Taylor, A Leach, Y Long - IEEE transactions on , 2021 - ieeexplore.ieee.org","IEEE transactions on ¡¦","2021"
"Debiased contrastive learning","CY Chuang, J Robinson, YC Lin - Advances in neural , 2020 - proceedings.neurips.cc","Advances in neural ¡¦","2020"
" Brain-inspired replay for continual learning with artificial neural networks","GM Van de Ven, HT Siegelmann, AS Tolias - Nature communications, 2020 - nature.com","Nature communications","2020"
"Ganspace: Discovering interpretable gan controls","E Härkönen, A Hertzmann - Advances in neural , 2020 - proceedings.neurips.cc","Advances in neural ¡¦","2020"
"A review of multimodal image matching: Methods and applications","X Jiang, J Ma, G Xiao, Z Shao, X Guo - Information Fusion, 2021 - Elsevier","Information Fusion","2021"
"When machine learning meets privacy: A survey and outlook","B Liu, M Ding, S Shaham, W Rahayu - ACM Computing , 2021 - dl.acm.org","ACM Computing ¡¦","2021"
"Remote sensing image scene classification meets deep learning: Challenges, methods, benchmarks, and opportunities","G Cheng, X Xie, J Han, L Guo - IEEE Journal of Selected , 2020 - ieeexplore.ieee.org","IEEE Journal of Selected ¡¦","2020"
"Styleflow: Attribute-conditioned exploration of stylegan-generated images using conditional continuous normalizing flows","R Abdal, P Zhu, NJ Mitra, P Wonka - ACM Transactions on Graphics , 2021 - dl.acm.org","ACM Transactions on Graphics ¡¦","2021"
"A simple framework for contrastive learning of visual representations","T Chen, S Kornblith, M Norouzi -  conference on machine , 2020 - proceedings.mlr.press","¡¦ conference on machine ¡¦","2020"
"Transfer learning in deep reinforcement learning: A survey","Z Zhu, K Lin, AK Jain, J Zhou - IEEE Transactions on Pattern , 2023 - ieeexplore.ieee.org","IEEE Transactions on Pattern ¡¦","2023"
"Videomoco: Contrastive video representation learning with temporally adversarial examples","T Pan, Y Song, T Yang, W Jiang - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Diffusion models for adversarial purification","W Nie, B Guo, Y Huang, C Xiao, A Vahdat - arXiv preprint arXiv , 2022 - arxiv.org","arXiv preprint arXiv ¡¦","2022"
"Deep learning for geophysics: Current and future trends","S Yu, J Ma - Reviews of Geophysics, 2021 - Wiley Online Library","Reviews of Geophysics","2021"
" Deep learning for chest X-ray analysis: A survey","E Çall©¥, E Sogancioglu, B van Ginneken - Medical Image , 2021 - Elsevier","Medical Image ¡¦","2021"
"Do we really need to access the source data? source hypothesis transfer for unsupervised domain adaptation","J Liang, D Hu, J Feng - International conference on machine , 2020 - proceedings.mlr.press","International conference on machine ¡¦","2020"
"Evaluation and development of deep neural networks for image super-resolution in optical microscopy","C Qiao, D Li, Y Guo, C Liu, T Jiang, Q Dai, D Li - Nature Methods, 2021 - nature.com","Nature Methods","2021"
"Prototype augmentation and self-supervision for incremental learning","F Zhu, XY Zhang, C Wang, F Yin - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Evolutionary large-scale multi-objective optimization: A survey","Y Tian, L Si, X Zhang, R Cheng, C He - ACM Computing , 2021 - dl.acm.org","ACM Computing ¡¦","2021"
"Deep reinforcement learning for autonomous driving: A survey","BR Kiran, I Sobh, V Talpaert, P Mannion - IEEE Transactions , 2021 - ieeexplore.ieee.org","IEEE Transactions ¡¦","2021"
"Thinking in frequency: Face forgery detection by mining frequency-aware clues","Y Qian, G Yin, L Sheng, Z Chen, J Shao - European conference on , 2020 - Springer","European conference on ¡¦","2020"
"Revisiting pre-trained models for Chinese natural language processing","Y Cui, W Che, T Liu, B Qin, S Wang, G Hu - arXiv preprint arXiv , 2020 - arxiv.org","arXiv preprint arXiv ¡¦","2020"
"Pd-gan: Probabilistic diverse gan for image inpainting","H Liu, Z Wan, W Huang, Y Song - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"In-domain gan inversion for real image editing","J Zhu, Y Shen, D Zhao, B Zhou - European conference on computer vision, 2020 - Springer","European conference on computer vision","2020"
"Fine-grained image analysis with deep learning: A survey","XS Wei, YZ Song, O Mac Aodha, J Wu - IEEE transactions on , 2021 - ieeexplore.ieee.org","IEEE transactions on ¡¦","2021"
"Semantic communications: Principles and challenges","Z Qin, X Tao, J Lu, W Tong, GY Li - arXiv preprint arXiv:2201.01389, 2021 - arxiv.org","arXiv preprint arXiv:2201.01389","2021"
"Deep learning for the design of photonic structures","W Ma, Z Liu, ZA Kudyshev, A Boltasseva, W Cai - Nature Photonics, 2021 - nature.com","Nature Photonics","2021"
"Image segmentation using deep learning: A survey","S Minaee, Y Boykov, F Porikli, A Plaza - IEEE transactions on , 2021 - ieeexplore.ieee.org","IEEE transactions on ¡¦","2021"
" An empirical survey of data augmentation for time series classification with neural networks","BK Iwana, S Uchida - Plos one, 2021 - journals.plos.org","Plos one","2021"
"Understanding the role of individual units in a deep neural network","D Bau, JY Zhu, H Strobelt - Proceedings of the , 2020 - National Acad Sciences","Proceedings of the ¡¦","2020"
"Self-supervised equivariant attention mechanism for weakly supervised semantic segmentation","Y Wang, J Zhang, M Kan, S Shan - Proceedings of the , 2020 - openaccess.thecvf.com","Proceedings of the ¡¦","2020"
"TBE-Net: A three-branch embedding network with part-aware ability and feature complementary learning for vehicle re-identification","W Sun, G Dai, X Zhang, X He - IEEE Transactions on , 2021 - ieeexplore.ieee.org","IEEE Transactions on ¡¦","2021"
"Deep neural networks for the evaluation and design of photonic devices","J Jiang, M Chen, JA Fan - Nature Reviews Materials, 2021 - nature.com","Nature Reviews Materials","2021"
"Completer: Incomplete multi-view clustering via contrastive prediction","Y Lin, Y Gou, Z Liu, B Li, J Lv - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"Review on deep learning applications in frequency analysis and control of modern power system","Y Zhang, X Shi, H Zhang, Y Cao, V Terzija - International Journal of , 2022 - Elsevier","International Journal of ¡¦","2022"
"Applications of machine learning to machine fault diagnosis: A review and roadmap","Y Lei, B Yang, X Jiang, F Jia, N Li, AK Nandi - Mechanical Systems and , 2020 - Elsevier","Mechanical Systems and ¡¦","2020"
"NTIRE 2023 image shadow removal challenge report","FA Vasluianu, T Seizinger, R Timofte - Proceedings of the , 2023 - openaccess.thecvf.com","Proceedings of the ¡¦","2023"
"Mapping the landscape of artificial intelligence applications against COVID-19","J Bullock, A Luccioni, KH Pham, CSN Lam - Journal of Artificial , 2020 - jair.org","Journal of Artificial ¡¦","2020"
"Covidgan: data augmentation using auxiliary classifier gan for improved covid-19 detection","A Waheed, M Goyal, D Gupta, A Khanna - Ieee , 2020 - ieeexplore.ieee.org","Ieee ¡¦","2020"
"Generalizing face forgery detection with high-frequency features","Y Luo, Y Zhang, J Yan, W Liu - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"Contrastive learning of global and local features for medical image segmentation with limited annotations","K Chaitanya, E Erdil, N Karani - Advances in neural , 2020 - proceedings.neurips.cc","Advances in neural ¡¦","2020"
"Generative adversarial transformers","DA Hudson, L Zitnick - International conference on machine , 2021 - proceedings.mlr.press","International conference on machine ¡¦","2021"
"DDcGAN: A dual-discriminator conditional generative adversarial network for multi-resolution image fusion","J Ma, H Xu, J Jiang, X Mei - IEEE Transactions on , 2020 - ieeexplore.ieee.org","IEEE Transactions on ¡¦","2020"
"Analyzing and improving the image quality of stylegan","T Karras, S Laine, M Aittala, J Hellsten - Proceedings of the , 2020 - openaccess.thecvf.com","Proceedings of the ¡¦","2020"
"SAR ship detection dataset (SSDD): Official release and comprehensive data analysis","T Zhang, X Zhang, J Li, X Xu, B Wang, X Zhan, Y Xu - Remote Sensing, 2021 - mdpi.com","Remote Sensing","2021"
"Within the lack of chest COVID-19 X-ray dataset: a novel detection model based on GAN and deep transfer learning","M Loey, F Smarandache, NE M. Khalifa - Symmetry, 2020 - mdpi.com","Symmetry","2020"
" Shifting machine learning for healthcare from development to deployment and from models to data","A Zhang, L Xing, J Zou, JC Wu - Nature Biomedical Engineering, 2022 - nature.com","Nature Biomedical Engineering","2022"
"Robust compressed sensing mri with deep generative priors","A Jalal, M Arvinte, G Daras, E Price - Advances in , 2021 - proceedings.neurips.cc","Advances in ¡¦","2021"
"Deep learning techniques for inverse problems in imaging","G Ongie, A Jalal, CA Metzler - IEEE Journal on , 2020 - ieeexplore.ieee.org","IEEE Journal on ¡¦","2020"
"Stargan v2: Diverse image synthesis for multiple domains","Y Choi, Y Uh, J Yoo, JW Ha - Proceedings of the IEEE/CVF , 2020 - openaccess.thecvf.com","Proceedings of the IEEE/CVF ¡¦","2020"
"3d-aware image synthesis via learning structural and textural representations","Y Xu, S Peng, C Yang, Y Shen - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
" Artificial intelligence and machine learning in design of mechanical materials","K Guo, Z Yang, CH Yu, MJ Buehler - Materials Horizons, 2021 - pubs.rsc.org","Materials Horizons","2021"
" A benchmark of batch-effect correction methods for single-cell RNA sequencing data","HTN Tran, KS Ang, M Chevrier, X Zhang, NYS Lee - Genome biology, 2020 - Springer","Genome biology","2020"
"One-shot free-view neural talking-head synthesis for video conferencing","TC Wang, A Mallya, MY Liu - Proceedings of the IEEE/CVF , 2021 - openaccess.thecvf.com","Proceedings of the IEEE/CVF ¡¦","2021"
"A review on generative adversarial networks: Algorithms, theory, and applications","J Gui, Z Sun, Y Wen, D Tao, J Ye - IEEE transactions on , 2021 - ieeexplore.ieee.org","IEEE transactions on ¡¦","2021"
"Model adaptation: Unsupervised domain adaptation without source data","R Li, Q Jiao, W Cao, HS Wong - Proceedings of the IEEE , 2020 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2020"
"Stylegan-v: A continuous video generator with the price, image quality and perks of stylegan2","I Skorokhodov, S Tulyakov - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Momentum contrast for unsupervised visual representation learning","K He, H Fan, Y Wu, S Xie - Proceedings of the IEEE , 2020 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2020"
" A survey on semi-supervised learning","JE Van Engelen, HH Hoos - Machine learning, 2020 - Springer","Machine learning","2020"
"Usad: Unsupervised anomaly detection on multivariate time series","J Audibert, P Michiardi, F Guyard, S Marti - Proceedings of the 26th , 2020 - dl.acm.org","Proceedings of the 26th ¡¦","2020"
"Deepfakes and beyond: A survey of face manipulation and fake detection","R Tolosana, R Vera-Rodriguez, J Fierrez, A Morales - Information , 2020 - Elsevier","Information ¡¦","2020"
"Towards large-scale small object detection: Survey and benchmarks","G Cheng, X Yuan, X Yao, K Yan, Q Zeng -  on Pattern Analysis , 2023 - ieeexplore.ieee.org","¡¦ on Pattern Analysis ¡¦","2023"
"A comprehensive survey on transfer learning","F Zhuang, Z Qi, K Duan, D Xi, Y Zhu - Proceedings of the , 2020 - ieeexplore.ieee.org","Proceedings of the ¡¦","2020"
"Membership inference attacks on machine learning: A survey","H Hu, Z Salcic, L Sun, G Dobbie, PS Yu - ACM Computing Surveys , 2022 - dl.acm.org","ACM Computing Surveys ¡¦","2022"
"Vibe: Video inference for human body pose and shape estimation","M Kocabas, N Athanasiou - Proceedings of the IEEE , 2020 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2020"
"Knowledge distillation and student-teacher learning for visual intelligence: A review and new outlooks","L Wang, KJ Yoon - IEEE transactions on pattern analysis and , 2021 - ieeexplore.ieee.org","IEEE transactions on pattern analysis and ¡¦","2021"
"Ase: Large-scale reusable adversarial skill embeddings for physically simulated characters","XB Peng, Y Guo, L Halper, S Levine - ACM Transactions On , 2022 - dl.acm.org","ACM Transactions On ¡¦","2022"
"A metric learning reality check","K Musgrave, S Belongie, SN Lim -  , Glasgow, UK, August 23–28, 2020 , 2020 - Springer","¡¦ , Glasgow, UK, August 23–28, 2020 ¡¦","2020"
"Applications of machine learning to diagnosis and treatment of neurodegenerative diseases","MA Myszczynska, PN Ojamies, AMB Lacoste - Nature Reviews , 2020 - nature.com","Nature Reviews ¡¦","2020"
"Implicit geometric regularization for learning shapes","A Gropp, L Yariv, N Haim, M Atzmon - arXiv preprint arXiv , 2020 - arxiv.org","arXiv preprint arXiv ¡¦","2020"
" A review on deep learning in UAV remote sensing","LP Osco, JM Junior, APM Ramos - International Journal of , 2021 - Elsevier","International Journal of ¡¦","2021"
"Pulse: Self-supervised photo upsampling via latent space exploration of generative models","S Menon, A Damian, S Hu, N Ravi - Proceedings of the , 2020 - openaccess.thecvf.com","Proceedings of the ¡¦","2020"
"Convolutional neural network: a review of models, methodologies and applications to object detection","A Dhillon, GK Verma - Progress in Artificial Intelligence, 2020 - Springer","Progress in Artificial Intelligence","2020"
"Trajectron++: Dynamically-feasible trajectory forecasting with heterogeneous data","T Salzmann, B Ivanovic, P Chakravarty - Computer Vision–ECCV , 2020 - Springer","Computer Vision–ECCV ¡¦","2020"
"Unsupervised person re-identification via multi-label classification","D Wang, S Zhang -  of the IEEE/CVF conference on , 2020 - openaccess.thecvf.com","¡¦ of the IEEE/CVF conference on ¡¦","2020"
"Self-supervised speech representation learning: A review","A Mohamed, H Lee, L Borgholt - IEEE Journal of , 2022 - ieeexplore.ieee.org","IEEE Journal of ¡¦","2022"
"Deep learning for sensor-based human activity recognition: Overview, challenges, and opportunities","K Chen, D Zhang, L Yao, B Guo, Z Yu - ACM Computing Surveys , 2021 - dl.acm.org","ACM Computing Surveys ¡¦","2021"
"Decoupled contrastive learning","CH Yeh, CY Hong, YC Hsu, TL Liu, Y Chen -  on Computer Vision, 2022 - Springer","¡¦ on Computer Vision","2022"
"Hyper-parameter optimization: A review of algorithms and applications","T Yu, H Zhu - arXiv preprint arXiv:2003.05689, 2020 - arxiv.org","arXiv preprint arXiv:2003.05689","2020"
"Lips don't lie: A generalisable and robust approach to face forgery detection","A Haliassos, K Vougioukas - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Electra: Pre-training text encoders as discriminators rather than generators","K Clark, MT Luong, QV Le, CD Manning - arXiv preprint arXiv:2003.10555, 2020 - arxiv.org","arXiv preprint arXiv:2003.10555","2020"
"Applications of deep learning in fundus images: A review","T Li, W Bo, C Hu, H Kang, H Liu, K Wang, H Fu - Medical Image Analysis, 2021 - Elsevier","Medical Image Analysis","2021"
"Federated learning in mobile edge networks: A comprehensive survey","WYB Lim, NC Luong, DT Hoang, Y Jiao -  Surveys & Tutorials, 2020 - ieeexplore.ieee.org","¡¦ Surveys & Tutorials","2020"
"Styleswin: Transformer-based gan for high-resolution image generation","B Zhang, S Gu, B Zhang, J Bao - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Intelligent fault diagnosis of machines with small & imbalanced data: A state-of-the-art review and possible extensions","T Zhang, J Chen, F Li, K Zhang, H Lv, S He, E Xu - ISA transactions, 2022 - Elsevier","ISA transactions","2022"
" Deep learning classifiers for hyperspectral imaging: A review","ME Paoletti, JM Haut, J Plaza, A Plaza - ISPRS Journal of Photogrammetry , 2019 - Elsevier","ISPRS Journal of Photogrammetry ¡¦","2019"
"Interfacegan: Interpreting the disentangled face representation learned by gans","Y Shen, C Yang, X Tang, B Zhou - IEEE transactions on pattern , 2020 - ieeexplore.ieee.org","IEEE transactions on pattern ¡¦","2020"
"Digital twin: Values, challenges and enablers from a modeling perspective","A Rasheed, O San, T Kvamsdal - Ieee Access, 2020 - ieeexplore.ieee.org","Ieee Access","2020"
"Semi-supervised city-wide parking availability prediction via hierarchical recurrent graph neural network","W Zhang, H Liu, Y Liu, J Zhou, T Xu - IEEE Transactions on , 2020 - ieeexplore.ieee.org","IEEE Transactions on ¡¦","2020"
"Gan prior embedded network for blind face restoration in the wild","T Yang, P Ren, X Xie, L Zhang - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"Voxgraf: Fast 3d-aware image synthesis with sparse voxel grids","K Schwarz, A Sauer, M Niemeyer - Advances in Neural , 2022 - proceedings.neurips.cc","Advances in Neural ¡¦","2022"
"Melgan: Generative adversarial networks for conditional waveform synthesis","K Kumar, R Kumar, T De Boissiere - Advances in neural , 2019 - proceedings.neurips.cc","Advances in neural ¡¦","2019"
"First order motion model for image animation","A Siarohin, S Lathuilière, S Tulyakov - Advances in neural , 2019 - proceedings.neurips.cc","Advances in neural ¡¦","2019"
"A survey of community detection approaches: From statistical modeling to deep learning","D Jin, Z Yu, P Jiao, S Pan, D He, J Wu -  on Knowledge and , 2021 - ieeexplore.ieee.org","¡¦ on Knowledge and ¡¦","2021"
"A continual learning survey: Defying forgetting in classification tasks","M De Lange, R Aljundi, M Masana - IEEE transactions on , 2021 - ieeexplore.ieee.org","IEEE transactions on ¡¦","2021"
"Parallel WaveGAN: A fast waveform generation model based on generative adversarial networks with multi-resolution spectrogram","R Yamamoto, E Song, JM Kim - ICASSP 2020-2020 IEEE , 2020 - ieeexplore.ieee.org","ICASSP 2020-2020 IEEE ¡¦","2020"
"[Ã¥][B] Dive into deep learning","A Zhang, ZC Lipton, M Li, AJ Smola - 2023 - books.google.com","A Zhang, ZC Lipton, M Li, AJ Smola - 2023 - books.google.com","2023"
"Online continual learning in image classification: An empirical survey","Z Mai, R Li, J Jeong, D Quispe, H Kim, S Sanner - Neurocomputing, 2022 - Elsevier","Neurocomputing","2022"
"Swapping autoencoder for deep image manipulation","T Park, JY Zhu, O Wang, J Lu - Advances in , 2020 - proceedings.neurips.cc","Advances in ¡¦","2020"
"Self-supervised heterogeneous graph neural network with co-contrastive learning","X Wang, N Liu, H Han, C Shi - Proceedings of the 27th ACM SIGKDD , 2021 - dl.acm.org","Proceedings of the 27th ACM SIGKDD ¡¦","2021"
" An introductory review of deep learning for prediction models with big data","F Emmert-Streib, Z Yang, H Feng, S Tripathi - Frontiers in Artificial , 2020 - frontiersin.org","Frontiers in Artificial ¡¦","2020"
"Contrastive representation distillation","Y Tian, D Krishnan, P Isola - arXiv preprint arXiv:1910.10699, 2019 - arxiv.org","arXiv preprint arXiv:1910.10699","2019"
"Machine learning for molecular simulation","F Noé, A Tkatchenko, KR Müller - Annual review of , 2020 - annualreviews.org","Annual review of ¡¦","2020"
"Deep learning-based human pose estimation: A survey","C Zheng, W Wu, C Chen, T Yang, S Zhu, J Shen - ACM Computing , 2023 - dl.acm.org","ACM Computing ¡¦","2023"
"Semi-supervised semantic segmentation with pixel-level contrastive learning from a class-wise memory bank","I Alonso, A Sabater, D Ferstl - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
"Rethinking the value of labels for improving class-imbalanced learning","Y Yang, Z Xu - Advances in neural information processing , 2020 - proceedings.neurips.cc","Advances in neural information processing ¡¦","2020"
"Neural articulated radiance field","A Noguchi, X Sun, S Lin - Proceedings of the IEEE , 2021 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2021"
"Domain generalization via model-agnostic learning of semantic features","Q Dou, D Coelho de Castro - Advances in neural , 2019 - proceedings.neurips.cc","Advances in neural ¡¦","2019"
" Deep learning for cardiac image segmentation: a review","C Chen, C Qin, H Qiu, G Tarroni, J Duan - Frontiers in , 2020 - frontiersin.org","Frontiers in ¡¦","2020"
"Ctrl: A conditional transformer language model for controllable generation","NS Keskar, B McCann, LR Varshney, C Xiong - arXiv preprint arXiv , 2019 - arxiv.org","arXiv preprint arXiv ¡¦","2019"
"A survey on distributed machine learning","J Verbraeken, M Wolting, J Katzy - Acm computing surveys , 2020 - dl.acm.org","Acm computing surveys ¡¦","2020"
"Autosdf: Shape priors for 3d completion, reconstruction and generation","P Mittal, YC Cheng, M Singh - Proceedings of the , 2022 - openaccess.thecvf.com","Proceedings of the ¡¦","2022"
"Free lunch for few-shot learning: Distribution calibration","S Yang, L Liu, M Xu - arXiv preprint arXiv:2101.06395, 2021 - arxiv.org","arXiv preprint arXiv:2101.06395","2021"
"Generative multiplane images: Making a 2d gan 3d-aware","X Zhao, F Ma, D Güera, Z Ren, AG Schwing -  on Computer Vision, 2022 - Springer","¡¦ on Computer Vision","2022"
"Deep learning enables rapid identification of potent DDR1 kinase inhibitors","A Zhavoronkov, YA Ivanenkov, A Aliper - Nature , 2019 - nature.com","Nature ¡¦","2019"
"Convolutional neural network pruning with structural redundancy reduction","Z Wang, C Li, X Wang -  of the IEEE/CVF conference on , 2021 - openaccess.thecvf.com","¡¦ of the IEEE/CVF conference on ¡¦","2021"
" Recent advances and applications of machine learning in solid-state materials science","J Schmidt, MRG Marques, S Botti - npj Computational , 2019 - nature.com","npj Computational ¡¦","2019"
"Normalizing flows: An introduction and review of current methods","I Kobyzev, SJD Prince - IEEE transactions on , 2020 - ieeexplore.ieee.org","IEEE transactions on ¡¦","2020"
"Beyond transmitting bits: Context, semantics, and task-oriented communications","D Gündüz, Z Qin, IE Aguerri, HS Dhillon - IEEE Journal on , 2022 - ieeexplore.ieee.org","IEEE Journal on ¡¦","2022"
"Self-supervised learning of graph neural networks: A unified review","Y Xie, Z Xu, J Zhang, Z Wang - IEEE transactions on , 2022 - ieeexplore.ieee.org","IEEE transactions on ¡¦","2022"
"Pix2video: Video editing using image diffusion","D Ceylan, CHP Huang, NJ Mitra - Proceedings of the IEEE , 2023 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2023"
"Deep semantic segmentation of natural and medical images: a review","S Asgari Taghanaki, K Abhishek, JP Cohen - Artificial Intelligence , 2021 - Springer","Artificial Intelligence ¡¦","2021"
"A survey on deep learning for human activity recognition","F Gu, MH Chung, M Chignell, S Valaee - ACM Computing , 2021 - dl.acm.org","ACM Computing ¡¦","2021"
"AutoML: A survey of the state-of-the-art","X He, K Zhao, X Chu - Knowledge-Based Systems, 2021 - Elsevier","Knowledge-Based Systems","2021"
"Deep learning in medical image registration: a review","Y Fu, Y Lei, T Wang, WJ Curran, T Liu - Physics in Medicine & , 2020 - iopscience.iop.org","Physics in Medicine & ¡¦","2020"
"No fear of heterogeneity: Classifier calibration for federated learning with non-iid data","M Luo, F Chen, D Hu, Y Zhang - Advances in Neural , 2021 - proceedings.neurips.cc","Advances in Neural ¡¦","2021"
"Antigen-specific antibody design and optimization with diffusion-based generative models for protein structures","S Luo, Y Su, X Peng, S Wang - Advances in Neural , 2022 - proceedings.neurips.cc","Advances in Neural ¡¦","2022"
"Recurrent feature reasoning for image inpainting","J Li, N Wang, L Zhang, B Du - Proceedings of the IEEE , 2020 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2020"
"Machine learning applications for building structural design and performance assessment: State-of-the-art review","H Sun, HV Burton, H Huang - Journal of Building Engineering, 2021 - Elsevier","Journal of Building Engineering","2021"
" Data augmentation using generative adversarial networks (CycleGAN) to improve generalizability in CT segmentation tasks","V Sandfort, K Yan, PJ Pickhardt, RM Summers - Scientific reports, 2019 - nature.com","Scientific reports","2019"
"Generative modeling by estimating gradients of the data distribution","Y Song, S Ermon - Advances in neural information , 2019 - proceedings.neurips.cc","Advances in neural information ¡¦","2019"
"Reconstruction by inpainting for visual anomaly detection","V Zavrtanik, M Kristan, D Skočaj - Pattern Recognition, 2021 - Elsevier","Pattern Recognition","2021"
" A survey on image data augmentation for deep learning","C Shorten, TM Khoshgoftaar - Journal of big , 2019 - journalofbigdata.springeropen.com","Journal of big ¡¦","2019"
"A survey on explainable artificial intelligence (xai): Toward medical xai","E Tjoa, C Guan - IEEE transactions on neural networks and , 2020 - ieeexplore.ieee.org","IEEE transactions on neural networks and ¡¦","2020"
"Convergence of edge computing and deep learning: A comprehensive survey","X Wang, Y Han, VCM Leung, D Niyato -  Surveys & Tutorials, 2020 - ieeexplore.ieee.org","¡¦ Surveys & Tutorials","2020"
"Neural fields in visual computing and beyond","Y Xie, T Takikawa, S Saito, O Litany - Computer Graphics , 2022 - Wiley Online Library","Computer Graphics ¡¦","2022"
"Deblurgan-v2: Deblurring (orders-of-magnitude) faster and better","O Kupyn, T Martyniuk, J Wu - Proceedings of the IEEE , 2019 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2019"
"Learning to generate novel domains for domain generalization","K Zhou, Y Yang, T Hospedales, T Xiang - Computer Vision–ECCV 2020 , 2020 - Springer","Computer Vision–ECCV 2020 ¡¦","2020"
"Maskgan: Towards diverse and interactive facial image manipulation","CH Lee, Z Liu, L Wu, P Luo - Proceedings of the IEEE/CVF , 2020 - openaccess.thecvf.com","Proceedings of the IEEE/CVF ¡¦","2020"
"Interpreting the latent space of gans for semantic face editing","Y Shen, J Gu, X Tang, B Zhou - Proceedings of the IEEE , 2020 - openaccess.thecvf.com","Proceedings of the IEEE ¡¦","2020"
"High-fidelity generative image compression","F Mentzer, GD Toderici - Advances in Neural , 2020 - proceedings.neurips.cc","Advances in Neural ¡¦","2020"
"Artificial intelligence for remote sensing data analysis: A review of challenges and opportunities","L Zhang, L Zhang - IEEE Geoscience and Remote Sensing , 2022 - ieeexplore.ieee.org","IEEE Geoscience and Remote Sensing ¡¦","2022"
"A survey of deep learning-based object detection","L Jiao, F Zhang, F Liu, S Yang, L Li, Z Feng - IEEE access, 2019 - ieeexplore.ieee.org","IEEE access","2019"
" Potential, challenges and future directions for deep learning in prognostics and health management applications","O Fink, Q Wang, M Svensen, P Dersin, WJ Lee -  Applications of Artificial , 2020 - Elsevier","¡¦ Applications of Artificial ¡¦","2020"
"Embracing imperfect datasets: A review of deep learning solutions for medical image segmentation","N Tajbakhsh, L Jeyaseelan, Q Li, JN Chiang, Z Wu - Medical Image , 2020 - Elsevier","Medical Image ¡¦","2020"
"Deepfakes and disinformation: Exploring the impact of synthetic political video on deception, uncertainty, and trust in news","C Vaccari, A Chadwick - Social Media+ Society, 2020 - journals.sagepub.com","Social Media+ Society","2020"
"Artificial intelligence in business: State of the art and future research agenda","SMC Loureiro, J Guerreiro, I Tussyadiah - Journal of business research, 2021 - Elsevier","Journal of business research","2021"
"State of the art on neural rendering","A Tewari, O Fried, J Thies, V Sitzmann - Computer Graphics , 2020 - Wiley Online Library","Computer Graphics ¡¦","2020"
"Anti-adversarially manipulated attributions for weakly and semi-supervised semantic segmentation","J Lee, E Kim, S Yoon -  of the IEEE/CVF Conference on , 2021 - openaccess.thecvf.com","¡¦ of the IEEE/CVF Conference on ¡¦","2021"
"Red teaming language models with language models","E Perez, S Huang, F Song, T Cai, R Ring - arXiv preprint arXiv , 2022 - arxiv.org","arXiv preprint arXiv ¡¦","2022"
"Two-branch recurrent network for isolating deepfakes in videos","I Masi, A Killekar, RM Mascarenhas - Computer Vision–ECCV , 2020 - Springer","Computer Vision–ECCV ¡¦","2020"
"A survey on generative diffusion model","H Cao, C Tan, Z Gao, Y Xu, G Chen, PA Heng - arXiv preprint arXiv , 2022 - arxiv.org","arXiv preprint arXiv ¡¦","2022"
"Multimodal conditional image synthesis with product-of-experts gans","X Huang, A Mallya, TC Wang, MY Liu - European Conference on , 2022 - Springer","European Conference on ¡¦","2022"
